Age group by 5,Category,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Almont Money,Customers by Season,Money by Accessories,Money by Clothing,Money by Footwear,Money by Outerwear,Previous Purchases,Purchase Amount (USD),Review Rating
25-30,Outerwear,Gold,170,Yes,Every 3 Months,Male,Jacket,Nevada,PayPal,Yes,Summer,Standard,S,Yes,27,,,,,,,3,30,3.3
50-55,Clothing,Maroon,171,Yes,Bi-Weekly,Male,Shirt,Wyoming,Venmo,Yes,Fall,Store Pickup,M,Yes,52,25,171,,25,,,46,25,2.6
25-30,Clothing,Blue,172,Yes,Weekly,Male,Shorts,Virginia,Credit Card,Yes,Summer,Store Pickup,M,Yes,29,,,,,,,4,35,3.6
50-55,Accessories,Violet,173,Yes,Bi-Weekly,Male,Jewelry,Nebraska,Credit Card,Yes,Summer,Next Day Air,M,Yes,54,,,,,,,42,67,3.9
25-30,Accessories,Turquoise,174,Yes,Annually,Male,Hat,Hawaii,Cash,Yes,Fall,Standard,M,Yes,25,46,174,46,,,,30,46,3.4
40-45,Footwear,Brown,175,Yes,Annually,Male,Shoes,Vermont,Venmo,Yes,Winter,Express,L,Yes,41,,,,,,,37,35,3.5
50-55,Outerwear,Violet,176,Yes,Annually,Male,Coat,Oklahoma,Bank Transfer,Yes,Fall,Next Day Air,L,Yes,53,86,176,,,,86,2,86,2.8
50-55,Accessories,Black,177,Yes,Quarterly,Male,Backpack,New Hampshire,Credit Card,Yes,Spring,Next Day Air,L,Yes,53,,,,,,,30,81,2.7
20-25,Clothing,Magenta,178,Yes,Monthly,Male,Hoodie,Kansas,Bank Transfer,Yes,Fall,Next Day Air,L,Yes,21,42,178,,42,,,47,42,3.7
60-65,Clothing,Lavender,179,Yes,Quarterly,Male,Skirt,Idaho,PayPal,Yes,Fall,2-Day Shipping,L,Yes,61,43,179,,43,,,21,43,4.3
60-65,Footwear,Violet,180,Yes,Fortnightly,Male,Boots,Illinois,Bank Transfer,Yes,Fall,Store Pickup,M,Yes,64,31,180,,,31,,9,31,4.9
50-55,Footwear,Green,181,Yes,Fortnightly,Male,Sandals,South Dakota,Debit Card,Yes,Fall,Store Pickup,L,Yes,51,81,181,,,81,,12,81,3.3
30-35,Clothing,Beige,182,Yes,Weekly,Male,Pants,Massachusetts,Bank Transfer,Yes,Summer,Next Day Air,M,Yes,32,,,,,,,4,61,4.7
35-40,Accessories,Purple,183,Yes,Annually,Male,Gloves,Alabama,Debit Card,Yes,Summer,Store Pickup,XL,Yes,38,,,,,,,10,96,2.8
55-60,Clothing,Beige,184,Yes,Weekly,Male,Skirt,Ohio,Credit Card,Yes,Spring,2-Day Shipping,XL,Yes,58,,,,,,,26,29,3.6
30-35,Footwear,Cyan,185,Yes,Fortnightly,Male,Sneakers,Hawaii,Cash,Yes,Spring,Express,L,Yes,32,,,,,,,40,33,3
45-50,Clothing,Silver,186,Yes,Fortnightly,Male,T-shirt,Wisconsin,Bank Transfer,Yes,Summer,Store Pickup,XL,Yes,46,,,,,,,34,32,4.5
35-40,Accessories,Lavender,187,Yes,Annually,Male,Backpack,Minnesota,Debit Card,Yes,Summer,Standard,S,Yes,39,,,,,,,31,56,2.9
15-20,Footwear,Purple,188,Yes,Bi-Weekly,Male,Shoes,Georgia,Bank Transfer,Yes,Spring,Store Pickup,S,Yes,19,,,,,,,1,94,3.3
50-55,Clothing,Pink,189,Yes,Bi-Weekly,Male,Hoodie,Arkansas,Bank Transfer,Yes,Spring,Express,M,Yes,50,,,,,,,5,53,3.1
35-40,Clothing,Maroon,190,Yes,Weekly,Male,Blouse,West Virginia,Credit Card,Yes,Fall,Next Day Air,M,Yes,36,82,190,,82,,,4,82,4.4
65-70,Outerwear,Beige,191,Yes,Quarterly,Male,Coat,Indiana,Venmo,Yes,Fall,Free Shipping,XL,Yes,65,70,191,,,,70,48,70,3
60-65,Accessories,Gray,192,Yes,Every 3 Months,Male,Hat,Utah,Cash,Yes,Fall,Free Shipping,M,Yes,64,76,192,76,,,,29,76,3.9
45-50,Footwear,Turquoise,193,Yes,Bi-Weekly,Male,Shoes,Nebraska,PayPal,Yes,Summer,Express,L,Yes,46,,,,,,,12,29,2.9
35-40,Accessories,Silver,194,Yes,Annually,Male,Belt,North Dakota,Venmo,Yes,Fall,Standard,S,Yes,36,100,194,100,,,,29,100,3
50-55,Accessories,Olive,195,Yes,Quarterly,Male,Backpack,Missouri,Debit Card,Yes,Spring,Express,M,Yes,51,,,,,,,15,94,3.1
50-55,Outerwear,Magenta,196,Yes,Monthly,Male,Jacket,New York,Credit Card,Yes,Fall,Free Shipping,M,Yes,51,25,196,,,,25,34,25,4.3
35-40,Footwear,Lavender,197,Yes,Fortnightly,Male,Boots,Washington,Credit Card,Yes,Summer,Next Day Air,M,Yes,38,,,,,,,41,88,3.9
55-60,Accessories,Black,198,Yes,Monthly,Male,Scarf,South Carolina,Credit Card,Yes,Fall,2-Day Shipping,M,Yes,59,78,198,78,,,,41,78,3.2
55-60,Accessories,Turquoise,199,Yes,Fortnightly,Male,Jewelry,Utah,Credit Card,Yes,Winter,Standard,M,Yes,57,,,,,,,39,45,4.8
50-55,Accessories,Green,200,Yes,Weekly,Male,Hat,Idaho,Cash,Yes,Summer,Express,XL,Yes,54,,,,,,,32,73,3.8
25-30,Clothing,Teal,201,Yes,Monthly,Male,Dress,Pennsylvania,Venmo,Yes,Summer,Next Day Air,S,Yes,25,,,,,,,29,61,3.3
65-70,Clothing,Beige,202,Yes,Annually,Male,Blouse,Missouri,Bank Transfer,Yes,Fall,Free Shipping,S,Yes,69,22,202,,22,,,15,22,4.3
55-60,Accessories,Magenta,203,Yes,Annually,Male,Hat,Nebraska,Venmo,Yes,Spring,Express,L,Yes,57,,,,,,,33,38,2.7
70-75,Accessories,Yellow,204,Yes,Weekly,Male,Scarf,Indiana,Bank Transfer,Yes,Fall,Next Day Air,S,Yes,70,38,204,38,,,,18,38,3.2
20-25,Footwear,Yellow,205,Yes,Bi-Weekly,Male,Sneakers,Arizona,Cash,Yes,Fall,Store Pickup,M,Yes,24,100,205,,,100,,35,100,4
65-70,Clothing,Silver,206,Yes,Weekly,Male,Shirt,Hawaii,PayPal,Yes,Winter,Standard,M,Yes,67,,,,,,,25,64,3
20-25,Clothing,Silver,207,Yes,Fortnightly,Male,T-shirt,Wisconsin,Venmo,Yes,Summer,Free Shipping,L,Yes,24,,,,,,,6,55,4.2
60-65,Accessories,Silver,208,Yes,Bi-Weekly,Male,Gloves,Rhode Island,Bank Transfer,Yes,Summer,Express,M,Yes,62,,,,,,,17,91,2.9
55-60,Clothing,Gold,209,Yes,Monthly,Male,Skirt,Wisconsin,Credit Card,Yes,Spring,Store Pickup,M,Yes,57,,,,,,,17,38,4.1
55-60,Footwear,Olive,210,Yes,Every 3 Months,Male,Sandals,Minnesota,Cash,Yes,Winter,Store Pickup,S,Yes,55,,,,,,,44,97,3.2
45-50,Outerwear,Teal,211,Yes,Fortnightly,Male,Jacket,Vermont,PayPal,Yes,Fall,2-Day Shipping,L,Yes,45,22,211,,,,22,6,22,3
65-70,Clothing,Maroon,212,Yes,Fortnightly,Male,Skirt,South Dakota,Debit Card,Yes,Fall,2-Day Shipping,L,Yes,69,92,212,,92,,,45,92,4.2
65-70,Accessories,Blue,213,Yes,Annually,Male,Handbag,Virginia,Debit Card,Yes,Fall,Express,L,Yes,67,84,213,84,,,,7,84,4.2
30-35,Accessories,Peach,214,Yes,Every 3 Months,Male,Handbag,Nevada,Debit Card,Yes,Fall,Store Pickup,L,Yes,30,93,214,93,,,,11,93,4.4
20-25,Outerwear,Blue,215,Yes,Every 3 Months,Male,Jacket,Hawaii,Cash,Yes,Summer,Next Day Air,L,Yes,24,,,,,,,41,50,4.2
60-65,Accessories,Orange,216,Yes,Bi-Weekly,Male,Scarf,New Jersey,PayPal,Yes,Spring,2-Day Shipping,S,Yes,62,,,,,,,24,64,2.8
40-45,Clothing,Yellow,217,Yes,Weekly,Male,Shorts,Massachusetts,Venmo,Yes,Spring,Free Shipping,L,Yes,43,,,,,,,21,61,3.7
35-40,Accessories,Purple,218,Yes,Annually,Male,Sunglasses,Oklahoma,Bank Transfer,Yes,Winter,Next Day Air,M,Yes,35,,,,,,,24,48,3.5
25-30,Clothing,Magenta,219,Yes,Quarterly,Male,T-shirt,California,Credit Card,Yes,Spring,Store Pickup,S,Yes,28,,,,,,,8,45,2.9
30-35,Accessories,Cyan,220,Yes,Fortnightly,Male,Belt,Nevada,Cash,Yes,Spring,Free Shipping,M,Yes,32,,,,,,,12,88,3
35-40,Footwear,Indigo,221,Yes,Fortnightly,Male,Sneakers,Arizona,Debit Card,Yes,Spring,Express,S,Yes,39,,,,,,,48,57,3.7
25-30,Accessories,Magenta,222,Yes,Quarterly,Male,Hat,North Carolina,Bank Transfer,Yes,Summer,Store Pickup,XL,Yes,28,,,,,,,6,68,4.4
45-50,Accessories,Gray,223,Yes,Fortnightly,Male,Gloves,New York,PayPal,Yes,Spring,2-Day Shipping,XL,Yes,47,,,,,,,14,94,4.5
20-25,Clothing,Turquoise,224,Yes,Annually,Male,Pants,Wyoming,PayPal,Yes,Spring,Free Shipping,M,Yes,20,,,,,,,34,41,4.8
60-65,Clothing,Beige,225,Yes,Every 3 Months,Male,Socks,South Dakota,Cash,Yes,Summer,Free Shipping,S,Yes,63,,,,,,,12,83,2.9
25-30,Outerwear,Olive,226,Yes,Annually,Male,Jacket,Arkansas,Bank Transfer,Yes,Spring,Next Day Air,M,Yes,25,,,,,,,11,22,3.2
25-30,Footwear,Violet,227,Yes,Monthly,Male,Shoes,Texas,PayPal,Yes,Spring,Free Shipping,L,Yes,29,,,,,,,5,74,3.3
50-55,Clothing,Turquoise,228,Yes,Fortnightly,Male,Jeans,Rhode Island,Venmo,Yes,Winter,Standard,M,Yes,50,,,,,,,25,90,4.2
15-20,Clothing,White,229,Yes,Annually,Male,Socks,New Hampshire,Credit Card,Yes,Spring,Store Pickup,M,Yes,18,,,,,,,11,79,2.9
70-75,Footwear,Silver,230,Yes,Every 3 Months,Male,Sandals,Ohio,PayPal,Yes,Spring,Next Day Air,S,Yes,70,,,,,,,27,28,4.6
65-70,Accessories,Olive,231,Yes,Annually,Male,Scarf,Utah,Credit Card,Yes,Fall,Standard,L,Yes,66,88,231,88,,,,43,88,4.1
25-30,Clothing,Blue,232,Yes,Every 3 Months,Male,Blouse,Tennessee,Debit Card,Yes,Spring,2-Day Shipping,M,Yes,28,,,,,,,18,26,3.1
50-55,Accessories,Purple,233,Yes,Bi-Weekly,Male,Jewelry,Hawaii,Bank Transfer,Yes,Winter,Express,L,Yes,54,,,,,,,32,27,4.2
15-20,Clothing,Yellow,234,Yes,Every 3 Months,Male,Sweater,Arizona,Bank Transfer,Yes,Fall,Next Day Air,XL,Yes,19,83,234,,83,,,27,83,4.5
20-25,Accessories,Silver,235,Yes,Weekly,Male,Gloves,South Dakota,Credit Card,Yes,Summer,Next Day Air,S,Yes,20,,,,,,,24,39,3.7
40-45,Accessories,Cyan,236,Yes,Quarterly,Male,Sunglasses,New Jersey,Debit Card,Yes,Winter,Free Shipping,M,Yes,43,,,,,,,31,89,3.7
35-40,Outerwear,Green,237,Yes,Fortnightly,Male,Coat,North Dakota,PayPal,Yes,Winter,Next Day Air,L,Yes,38,,,,,,,39,68,3.4
50-55,Clothing,Beige,238,Yes,Fortnightly,Male,Dress,Iowa,Debit Card,Yes,Summer,Store Pickup,M,Yes,50,,,,,,,36,90,3
60-65,Clothing,Peach,239,Yes,Annually,Male,Skirt,Ohio,Cash,Yes,Fall,Free Shipping,M,Yes,64,34,239,,34,,,5,34,4.2
45-50,Clothing,Yellow,240,Yes,Bi-Weekly,Male,Pants,Vermont,Credit Card,Yes,Summer,Express,L,Yes,49,,,,,,,47,51,2.9
45-50,Clothing,Turquoise,241,Yes,Fortnightly,Male,Sweater,Montana,Bank Transfer,Yes,Winter,Free Shipping,XL,Yes,47,,,,,,,29,45,3.5
35-40,Clothing,Peach,242,Yes,Bi-Weekly,Male,Hoodie,Delaware,Venmo,Yes,Winter,Free Shipping,M,Yes,36,,,,,,,43,88,4.1
55-60,Outerwear,Gray,243,Yes,Every 3 Months,Male,Coat,New York,Debit Card,Yes,Summer,Store Pickup,L,Yes,55,,,,,,,40,85,4.3
25-30,Accessories,Olive,244,Yes,Monthly,Male,Jewelry,Kentucky,Debit Card,Yes,Winter,2-Day Shipping,M,Yes,25,,,,,,,4,100,2.8
50-55,Accessories,Indigo,245,Yes,Weekly,Male,Belt,Oregon,PayPal,Yes,Spring,2-Day Shipping,S,Yes,53,,,,,,,39,42,4.9
45-50,Footwear,Charcoal,246,Yes,Fortnightly,Male,Sandals,Rhode Island,Venmo,Yes,Summer,Next Day Air,L,Yes,49,,,,,,,45,53,3.3
35-40,Accessories,Beige,247,Yes,Bi-Weekly,Male,Sunglasses,Nevada,Venmo,Yes,Spring,Express,XL,Yes,35,,,,,,,20,86,3.2
25-30,Clothing,Brown,248,Yes,Weekly,Male,Sweater,Montana,Debit Card,Yes,Spring,Standard,XL,Yes,29,,,,,,,14,66,4.4
45-50,Accessories,Blue,249,Yes,Weekly,Male,Belt,Pennsylvania,PayPal,Yes,Winter,Express,M,Yes,47,,,,,,,33,100,4.8
50-55,Accessories,Teal,250,Yes,Annually,Male,Handbag,Alaska,Credit Card,Yes,Fall,Standard,S,Yes,53,47,250,47,,,,18,47,4.2
30-35,Clothing,Black,251,Yes,Weekly,Male,Skirt,Mississippi,Bank Transfer,Yes,Fall,Express,L,Yes,33,25,251,,25,,,9,25,4
20-25,Accessories,Gold,252,Yes,Annually,Male,Handbag,Wyoming,PayPal,Yes,Winter,Standard,XL,Yes,21,,,,,,,34,51,2.5
30-35,Clothing,Violet,253,Yes,Fortnightly,Male,Shorts,Delaware,Venmo,Yes,Summer,Free Shipping,M,Yes,32,,,,,,,33,41,3.9
50-55,Footwear,Cyan,254,Yes,Bi-Weekly,Male,Boots,Oklahoma,Bank Transfer,Yes,Winter,2-Day Shipping,L,Yes,52,,,,,,,15,73,4.9
65-70,Accessories,White,255,Yes,Bi-Weekly,Male,Sunglasses,Indiana,PayPal,Yes,Winter,Store Pickup,M,Yes,67,,,,,,,4,42,3.5
40-45,Accessories,Charcoal,256,Yes,Annually,Male,Scarf,Maryland,Debit Card,Yes,Spring,Free Shipping,M,Yes,43,,,,,,,25,20,4.2
55-60,Accessories,Violet,257,Yes,Every 3 Months,Male,Jewelry,South Dakota,Credit Card,Yes,Spring,Express,XL,Yes,58,,,,,,,20,30,4.7
20-25,Accessories,Red,258,Yes,Quarterly,Male,Handbag,West Virginia,Credit Card,Yes,Summer,Express,M,Yes,20,,,,,,,5,53,4.5
60-65,Accessories,Lavender,259,Yes,Quarterly,Male,Gloves,Alabama,Cash,Yes,Spring,Express,S,Yes,61,,,,,,,16,74,2.8
30-35,Clothing,Gold,260,Yes,Annually,Male,Jeans,Louisiana,Debit Card,Yes,Fall,Standard,M,Yes,32,57,260,,57,,,13,57,2.9
35-40,Accessories,Red,261,Yes,Every 3 Months,Male,Hat,Montana,Credit Card,Yes,Winter,2-Day Shipping,S,Yes,38,,,,,,,11,57,3.2
20-25,Clothing,Magenta,262,Yes,Annually,Male,Jeans,California,Credit Card,Yes,Winter,Standard,L,Yes,21,,,,,,,21,77,4.9
35-40,Clothing,Teal,263,Yes,Annually,Male,Pants,Hawaii,Debit Card,Yes,Summer,Next Day Air,M,Yes,37,,,,,,,6,40,3.7
25-30,Clothing,Purple,264,Yes,Monthly,Male,Shorts,Iowa,Venmo,Yes,Summer,Store Pickup,M,Yes,27,,,,,,,29,46,4.3
35-40,Clothing,Charcoal,265,Yes,Annually,Male,Pants,Colorado,Cash,Yes,Fall,Store Pickup,S,Yes,36,78,265,,78,,,15,78,3.9
30-35,Accessories,Gray,266,Yes,Bi-Weekly,Male,Backpack,Michigan,Bank Transfer,Yes,Spring,2-Day Shipping,M,Yes,32,,,,,,,17,59,3.2
50-55,Accessories,White,267,Yes,Weekly,Male,Jewelry,Louisiana,Credit Card,Yes,Summer,Express,L,Yes,51,,,,,,,32,75,3.1
60-65,Clothing,Olive,268,Yes,Annually,Male,Sweater,Maryland,Venmo,Yes,Spring,2-Day Shipping,M,Yes,64,,,,,,,42,54,3.9
65-70,Footwear,Charcoal,269,Yes,Monthly,Male,Shoes,Georgia,Cash,Yes,Spring,Store Pickup,M,Yes,68,,,,,,,21,42,2.6
65-70,Clothing,Charcoal,270,Yes,Bi-Weekly,Male,Blouse,Georgia,Cash,Yes,Winter,Next Day Air,M,Yes,68,,,,,,,9,44,3.3
30-35,Clothing,Orange,271,Yes,Annually,Male,Jeans,North Dakota,Bank Transfer,Yes,Fall,Free Shipping,XL,Yes,33,52,271,,52,,,16,52,4.6
65-70,Accessories,Yellow,272,Yes,Fortnightly,Male,Sunglasses,Maryland,Credit Card,Yes,Summer,Express,XL,Yes,65,,,,,,,42,69,4.6
45-50,Accessories,Beige,273,Yes,Bi-Weekly,Male,Jewelry,Oregon,Debit Card,Yes,Summer,2-Day Shipping,M,Yes,48,,,,,,,37,26,4.4
65-70,Outerwear,Silver,274,Yes,Quarterly,Male,Coat,North Dakota,Debit Card,Yes,Spring,Express,S,Yes,69,,,,,,,32,33,4.2
55-60,Accessories,Indigo,275,Yes,Bi-Weekly,Male,Jewelry,Maryland,Cash,Yes,Spring,Express,M,Yes,59,,,,,,,28,32,3
45-50,Accessories,Lavender,276,Yes,Weekly,Male,Backpack,Virginia,Credit Card,Yes,Winter,Express,XL,Yes,48,,,,,,,13,85,4
25-30,Clothing,Turquoise,277,Yes,Fortnightly,Male,Skirt,South Dakota,Bank Transfer,Yes,Fall,Express,XL,Yes,25,30,277,,30,,,11,30,3.5
25-30,Clothing,Green,278,Yes,Bi-Weekly,Male,Shirt,Georgia,Bank Transfer,Yes,Winter,Store Pickup,M,Yes,29,,,,,,,36,29,3
55-60,Clothing,Orange,279,Yes,Annually,Male,Sweater,Hawaii,Debit Card,Yes,Spring,Express,M,Yes,57,,,,,,,23,95,3.7
20-25,Footwear,Turquoise,280,Yes,Monthly,Male,Sneakers,Arkansas,Bank Transfer,Yes,Summer,Standard,L,Yes,23,,,,,,,37,69,4
45-50,Footwear,Cyan,281,Yes,Bi-Weekly,Male,Sandals,Montana,Cash,Yes,Fall,2-Day Shipping,S,Yes,45,69,281,,,69,,21,69,4.2
35-40,Accessories,Charcoal,282,Yes,Bi-Weekly,Male,Belt,Oklahoma,Debit Card,Yes,Spring,Standard,XL,Yes,38,,,,,,,22,61,2.5
20-25,Clothing,Teal,283,Yes,Monthly,Male,Skirt,Minnesota,Cash,Yes,Summer,2-Day Shipping,M,Yes,21,,,,,,,9,94,3
30-35,Clothing,Maroon,284,Yes,Annually,Male,Sweater,Montana,Venmo,Yes,Fall,Next Day Air,S,Yes,32,30,284,,30,,,16,30,3.2
60-65,Clothing,Red,285,Yes,Quarterly,Male,Skirt,Ohio,PayPal,Yes,Summer,Standard,M,Yes,63,,,,,,,4,45,3.5
25-30,Accessories,Yellow,286,Yes,Bi-Weekly,Male,Handbag,Kentucky,Debit Card,Yes,Summer,Express,XL,Yes,29,,,,,,,3,39,4.8
25-30,Accessories,Gray,287,Yes,Annually,Male,Jewelry,Nebraska,Debit Card,Yes,Summer,Store Pickup,L,Yes,27,,,,,,,6,51,2.6
55-60,Accessories,Blue,288,Yes,Fortnightly,Male,Scarf,Delaware,Venmo,Yes,Spring,2-Day Shipping,L,Yes,56,,,,,,,18,37,3.4
30-35,Clothing,Lavender,289,Yes,Bi-Weekly,Male,T-shirt,North Carolina,Venmo,Yes,Winter,2-Day Shipping,M,Yes,30,,,,,,,34,62,3.7
45-50,Outerwear,Yellow,290,Yes,Monthly,Male,Coat,New York,Credit Card,Yes,Fall,2-Day Shipping,M,Yes,49,85,290,,,,85,26,85,4.5
55-60,Clothing,Indigo,291,Yes,Weekly,Male,T-shirt,Colorado,PayPal,Yes,Winter,Standard,M,Yes,58,,,,,,,50,33,3.7
55-60,Clothing,Violet,292,Yes,Monthly,Male,Dress,Delaware,Bank Transfer,Yes,Fall,Next Day Air,XL,Yes,57,26,292,,26,,,40,26,3.3
60-65,Footwear,Green,293,Yes,Quarterly,Male,Shoes,Utah,Cash,Yes,Spring,Free Shipping,M,Yes,60,,,,,,,24,99,4.7
65-70,Accessories,White,294,Yes,Annually,Male,Handbag,Connecticut,PayPal,Yes,Spring,Express,M,Yes,69,,,,,,,33,39,2.7
70-75,Clothing,Gold,295,Yes,Every 3 Months,Male,Skirt,New Jersey,Credit Card,Yes,Spring,Store Pickup,M,Yes,70,,,,,,,19,20,4.6
50-55,Accessories,Indigo,296,Yes,Quarterly,Male,Sunglasses,West Virginia,Credit Card,Yes,Winter,Store Pickup,M,Yes,53,,,,,,,24,42,2.7
25-30,Footwear,Lavender,297,Yes,Weekly,Male,Sandals,Indiana,Credit Card,Yes,Spring,2-Day Shipping,S,Yes,25,,,,,,,19,74,4.8
45-50,Footwear,Purple,298,Yes,Bi-Weekly,Male,Shoes,Delaware,Credit Card,Yes,Summer,Standard,XL,Yes,48,,,,,,,4,26,4.4
65-70,Clothing,Lavender,299,Yes,Every 3 Months,Male,T-shirt,Maryland,Venmo,Yes,Winter,Standard,M,Yes,69,,,,,,,11,53,4
25-30,Footwear,Maroon,300,Yes,Fortnightly,Male,Sneakers,Pennsylvania,PayPal,Yes,Summer,Next Day Air,M,Yes,25,,,,,,,28,80,3.2
25-30,Accessories,Teal,301,Yes,Weekly,Male,Hat,Iowa,PayPal,Yes,Spring,Store Pickup,M,Yes,29,,,,,,,24,98,4.4
45-50,Clothing,Green,302,Yes,Every 3 Months,Male,Skirt,Pennsylvania,Credit Card,Yes,Spring,Standard,M,Yes,46,,,,,,,25,95,3.8
35-40,Clothing,Olive,303,Yes,Every 3 Months,Male,Sweater,Delaware,Bank Transfer,Yes,Summer,Express,L,Yes,37,,,,,,,27,44,3.6
20-25,Footwear,Turquoise,304,Yes,Weekly,Male,Sandals,Oregon,Venmo,Yes,Summer,Next Day Air,M,Yes,20,,,,,,,49,60,3.3
40-45,Clothing,Green,305,Yes,Bi-Weekly,Male,Dress,Oregon,Credit Card,Yes,Winter,Next Day Air,M,Yes,40,,,,,,,45,84,3.4
60-65,Clothing,Teal,306,Yes,Annually,Male,Sweater,Utah,PayPal,Yes,Fall,2-Day Shipping,M,Yes,60,59,306,,59,,,26,59,3.5
25-30,Outerwear,White,307,Yes,Annually,Male,Jacket,North Dakota,Cash,Yes,Summer,Express,S,Yes,26,,,,,,,4,49,3.6
25-30,Accessories,Orange,308,Yes,Every 3 Months,Male,Gloves,Florida,Credit Card,Yes,Winter,Free Shipping,M,Yes,29,,,,,,,3,32,3.2
65-70,Accessories,Beige,309,Yes,Bi-Weekly,Male,Handbag,Maryland,Venmo,Yes,Fall,Standard,M,Yes,66,29,309,29,,,,45,29,3.7
65-70,Clothing,Yellow,310,Yes,Fortnightly,Male,Dress,Minnesota,Cash,Yes,Spring,Standard,M,Yes,66,,,,,,,21,22,4.5
55-60,Clothing,Charcoal,311,Yes,Fortnightly,Male,Pants,Montana,Cash,Yes,Winter,Standard,M,Yes,56,,,,,,,50,85,4.6
65-70,Clothing,Silver,312,Yes,Monthly,Male,Jeans,Rhode Island,Bank Transfer,Yes,Winter,Store Pickup,L,Yes,69,,,,,,,19,52,4.1
35-40,Clothing,Green,313,Yes,Annually,Male,Pants,Massachusetts,PayPal,Yes,Spring,Next Day Air,L,Yes,38,,,,,,,6,89,3.4
40-45,Clothing,Pink,314,Yes,Every 3 Months,Male,Dress,Vermont,Credit Card,Yes,Spring,Express,M,Yes,42,,,,,,,50,77,3.7
30-35,Clothing,Purple,315,Yes,Every 3 Months,Male,Pants,New Jersey,Debit Card,Yes,Summer,Store Pickup,M,Yes,30,,,,,,,17,24,3.3
65-70,Accessories,Orange,316,Yes,Annually,Male,Jewelry,Wisconsin,Debit Card,Yes,Spring,Express,XL,Yes,66,,,,,,,24,24,4.5
35-40,Accessories,Charcoal,317,Yes,Monthly,Male,Handbag,California,Venmo,Yes,Fall,Free Shipping,M,Yes,36,22,317,22,,,,46,22,3.3
55-60,Clothing,Teal,318,Yes,Every 3 Months,Male,Sweater,West Virginia,Cash,Yes,Fall,Standard,L,Yes,58,82,318,,82,,,42,82,4.3
45-50,Accessories,Beige,319,Yes,Annually,Male,Backpack,South Dakota,Cash,Yes,Winter,Standard,M,Yes,45,,,,,,,10,67,2.5
45-50,Clothing,White,320,Yes,Every 3 Months,Male,Shorts,Maine,Cash,Yes,Spring,Standard,XL,Yes,47,,,,,,,1,74,2.6
65-70,Accessories,White,321,Yes,Quarterly,Male,Jewelry,Kansas,Debit Card,Yes,Summer,Standard,L,Yes,66,,,,,,,28,72,4.9
40-45,Footwear,Orange,322,Yes,Quarterly,Male,Sneakers,Vermont,Debit Card,Yes,Summer,Free Shipping,L,Yes,41,,,,,,,48,36,4.7
40-45,Accessories,Cyan,323,Yes,Monthly,Male,Belt,Tennessee,Credit Card,Yes,Winter,Standard,S,Yes,41,,,,,,,47,95,3
65-70,Clothing,Orange,324,Yes,Bi-Weekly,Male,Hoodie,Tennessee,PayPal,Yes,Winter,Next Day Air,M,Yes,66,,,,,,,29,78,3.5
35-40,Clothing,Olive,325,Yes,Quarterly,Male,Shirt,Wyoming,Venmo,Yes,Summer,Standard,M,Yes,37,,,,,,,37,82,4.8
70-75,Clothing,Charcoal,326,Yes,Annually,Male,Pants,Vermont,Debit Card,Yes,Winter,Free Shipping,M,Yes,70,,,,,,,38,70,4.3
60-65,Accessories,White,327,Yes,Weekly,Male,Scarf,New Jersey,Bank Transfer,Yes,Fall,Store Pickup,M,Yes,62,41,327,41,,,,48,41,3.2
60-65,Outerwear,Teal,328,Yes,Weekly,Male,Coat,Iowa,PayPal,Yes,Summer,Free Shipping,M,Yes,61,,,,,,,36,42,3.1
45-50,Outerwear,Yellow,329,Yes,Weekly,Male,Coat,Florida,Credit Card,Yes,Fall,Free Shipping,M,Yes,48,50,329,,,,50,9,50,2.8
70-75,Clothing,White,330,Yes,Monthly,Male,Socks,Nevada,Bank Transfer,Yes,Summer,2-Day Shipping,S,Yes,70,,,,,,,34,31,2.9
45-50,Clothing,Beige,331,Yes,Bi-Weekly,Male,Sweater,North Dakota,Venmo,Yes,Winter,Express,M,Yes,46,,,,,,,43,51,3.7
30-35,Clothing,Beige,332,Yes,Quarterly,Male,Shirt,Florida,PayPal,Yes,Fall,Store Pickup,L,Yes,31,98,332,,98,,,46,98,3.3
15-20,Clothing,Maroon,333,Yes,Monthly,Male,Shirt,New York,Credit Card,Yes,Winter,2-Day Shipping,M,Yes,19,,,,,,,5,86,2.8
35-40,Clothing,Teal,334,Yes,Bi-Weekly,Male,Sweater,Alaska,Bank Transfer,Yes,Winter,Standard,M,Yes,39,,,,,,,15,64,4.5
40-45,Clothing,Lavender,335,Yes,Annually,Male,Blouse,Kansas,Credit Card,Yes,Fall,Next Day Air,M,Yes,41,46,335,,46,,,30,46,2.6
20-25,Clothing,Maroon,336,Yes,Every 3 Months,Male,Sweater,Oregon,Venmo,Yes,Spring,Standard,L,Yes,20,,,,,,,44,85,3.7
35-40,Accessories,Orange,337,Yes,Annually,Male,Hat,Rhode Island,PayPal,Yes,Fall,Express,S,Yes,36,81,337,81,,,,16,81,4.4
30-35,Clothing,Cyan,338,Yes,Annually,Male,Sweater,New Mexico,Bank Transfer,Yes,Winter,2-Day Shipping,M,Yes,32,,,,,,,16,59,4.3
65-70,Clothing,Silver,339,Yes,Weekly,Male,Hoodie,Massachusetts,Cash,Yes,Winter,Express,M,Yes,69,,,,,,,16,79,3.5
